.1000000000 55.43283 61.76510
.0500000000 37.69066 25.90911
.0333333333 44.00516 22.56178
.0250000000 50.20866 13.08134
.0200000000 63.90983 15.87196
.0166666666 65.84016 7.98172
.0142857142 78.55000 9.82595
.0125000000 87.29133 6.50748
.0111111111 96.48200 6.48841
.0100000000 99.41700 4.46325
