.01 286.43900 1.87100
.005 293.23100 1.26006
.0033 299.57250 1.31451
.0025 298.71000 2.18637
.0020 283.32550 1.13490
.0016 295.13100 .23758
.0014 297.01550 1.07550
.0012 278.91150 .64983
.0011 297.38450 .42497
.0010 294.78550 .86196
